ANIO,COMBUSTIBLE,KILOMETROS,MARCA,PRECIO_NORMAL,PUERTAS,REGION,TIPO_AVISO,TIPO_CATEGORIA,TRANSMISION,VERSION,AIRBAG_ACOMP,AIRBAG_CONDUC,AIRBAG_CORTINA,AIRBAG_LAT,AIRBAG_TRAS,ALARMA,CIERRE_AUT_MOV,FRENOS_ABS,ISOFIX,AIRE_ACON,BLUETOOTH,CNTRL_VEL_CRUCERO,GPS,MANOS_LIBRES,RANGO_KM,RANGO_PRECIO,LOG_PRECIO,Label
2014,BENCINA,96200,AUDI,9700000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,A4,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(60000, 100000]","(5000000, 10000000]",16.08763644347361,9247418.303200193
2017,BENCINA,10300,DFM,5800000.0,5 o MAS,IX REGION,PARTICULAR,MONOVOLUMEN,MANUAL,H30 CROSS,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(1000, 15000]","(5000000, 10000000]",15.573368475516649,5793810.818171797
2008,BENCINA,140000,MAZDA,5000000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,AUTOMATICA,6,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.424948470398375,5793810.818171797
2013,BENCINA,105000,AUDI,12890000.0,2,V REGION,,HATCHBACK,AUTOMATICA,A5,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,"(100000, 250000]","(10000000, 15000000]",16.37196237491537,13207786.239853026
2019,BENCINA,10000,KIA,9580000.0,4,RM,ASISTIDA,SEDAN,MANUAL,CERATO,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(1000, 15000]","(5000000, 10000000]",16.075188149947042,9241640.001980443
2009,BENCINA,154800,AUDI,9570000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,Q7,NO,NO,NO,SI,SI,NO,SI,SI,NO,NO,SI,NO,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.074143763429138,9241640.001980443
2009,BENCINA,118000,MAZDA,4800000.0,4,RM,PARTICULAR,SEDAN,MANUAL,3,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.38412647587812,5067110.534295802
2016,DIESEL,89000,RENAULT,9680000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,CAPTUR,NO,SI,SI,NO,SI,SI,NO,NO,NO,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.08557245925276,9247418.303200193
2012,BENCINA,72335,PEUGEOT,11290000.0,2,RM,ASISTIDA,COUPA,MANUAL,RCZ,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,NO,NO,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.239427936125846,11147492.774276178
2014,BENCINA,54000,CHEVROLET,9600000.0,5 o MAS,RM,PARTICULAR,FAMILIAR,MANUAL,CAPTIVA,NO,NO,SI,SI,NO,NO,SI,NO,SI,NO,NO,SI,SI,NO,"(40000, 60000]","(5000000, 10000000]",16.077273656438063,9241640.001980443
2014,BENCINA,80000,SSANGYONG,8990000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,KORANDO,NO,NO,SI,SI,SI,NO,NO,NO,NO,NO,NO,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.011623406447804,9241640.001980443
2007,BENCINA,147000,MERCEDES BENZ,6000000.0,4,VIII REGION,PARTICULAR,SEDAN,AUTOMATICA,CLASE C,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,SI,NO,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.60727002719233,5793810.818171797
2017,BENCINA,29000,SUBARU,14000000.0,5 o MAS,RM,PARTICULAR,FAMILIAR,AUTOMATICA,FORESTER,NO,NO,NO,NO,SI,SI,SI,NO,NO,SI,NO,NO,SI,NO,"(15000, 40000]","(10000000, 15000000]",16.454567887579532,13263550.806481037
2014,BENCINA,105536,CITROEN,5990000.0,5 o MAS,RM,,HATCHBACK,AUTOMATICA,C4,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.605601970091632,5793810.818171797
2006,DIESEL,205000,HYUNDAI,4800000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,MANUAL,TUCSON,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.38412647587812,5067110.534295802
2016,BENCINA,27000,FIAT,7290000.0,3,RM,PARTICULAR,HATCHBACK,MANUAL,500,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.80201410398484,7531415.236314787
2013,BENCINA,100200,JEEP,7480000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,COMPASS,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.82774334995066,7531415.236314787
2017,BENCINA,60188,PEUGEOT,6500000.0,5 o MAS,RM,,HATCHBACK,MANUAL,208,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.687312734865866,5836993.045356355
2014,DIESEL,64774,PEUGEOT,5300000.0,4,RM,,CAMIONETA,MANUAL,PARTNER,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.483217378522351,5793810.818171797
2016,BENCINA,10000,TOYOTA,7480000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,YARIS,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(1000, 15000]","(5000000, 10000000]",15.82774334995066,7531415.236314787
2008,BENCINA,183000,CHEVROLET,1800000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,SPARK,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(0, 2500000]",14.403297222866392,3738327.9627806228
2015,BENCINA,38000,MERCEDES BENZ,11990000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,A 200,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,"(15000, 40000]","(10000000, 15000000]",16.299583527003698,11230986.928328918
2012,BENCINA,83000,BYD,13500000.0,4,VIII REGION,PARTICULAR,SEDAN,MANUAL,F3,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.41820024340866,13207786.239853026
2012,BENCINA,134000,FORD,10500000.0,4,RM,PARTICULAR,PICK UP,AUTOMATICA,F-150,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.166885815127753,11147492.774276178
2012,BENCINA,52000,BMW,15980000.0,2,RM,ASISTIDA,CONVERTIBLE,AUTOMATICA,Z4,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(15000000, 20000000]",16.586848498302402,15727181.679868855
2016,BENCINA,82200,KIA,7190000.0,4,RM,PARTICULAR,HATCHBACK,MANUAL,RIO 5,NO,NO,SI,SI,SI,SI,SI,NO,NO,NO,NO,NO,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.78820172969723,7531415.236314787
2011,BENCINA,142200,NISSAN,4870000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,X-TRAIL,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.398604495058773,5793810.818171797
2016,BENCINA,38500,VOLKSWAGEN,8650000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,AUTOMATICA,GOLF,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(15000, 40000]","(5000000, 10000000]",15.973069878908062,9241640.001980443
2018,BENCINA,11000,TOYOTA,13990000.0,4,RM,,CAMIONETA,MANUAL,HILUX,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(1000, 15000]","(10000000, 15000000]",16.453853346641665,13263550.806481037
2009,BENCINA,123000,MAZDA,3700000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,2,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.123843377614453,3738327.9627806228
2012,BENCINA,102000,VOLKSWAGEN,4540000.0,4,RM,,SEDAN,AUTOMATICA,BORA,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.328437570017531,3751340.6663185977
2014,BENCINA,60524,HONDA,5750000.0,5 o MAS,RM,,HATCHBACK,AUTOMATICA,FIT,NO,NO,SI,SI,SI,NO,NO,SI,NO,NO,NO,SI,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.564710412773533,5793810.818171797
2017,BENCINA,35682,RENAULT,5990000.0,4,RM,ASISTIDA,SEDAN,MANUAL,SYMBOL,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.605601970091632,5793810.818171797
2015,BENCINA,54000,KIA,6600000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,RIO 5,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.702580206996654,5853792.889846972
2013,BENCINA,80000,CHEVROLET,4200000.0,5 o MAS,V REGION,PARTICULAR,SEDAN,MANUAL,SONIC,NO,NO,SI,SI,SI,SI,SI,NO,NO,SI,NO,SI,NO,NO,"(60000, 100000]","(2500000, 5000000]",15.250595083253597,3738327.9627806228
2016,BENCINA,61530,MAZDA,9150000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,3,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,NO,NO,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.029264437251705,9241640.001980443
2015,BENCINA,50979,HYUNDAI,8990000.0,5 o MAS,RM,ASISTIDA,SEDAN,AUTOMATICA,ELANTRA,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",16.011623406447804,9241640.001980443
2013,BENCINA,98000,CITROEN,4990000.0,5 o MAS,V REGION,,HATCHBACK,MANUAL,C3,NO,NO,SI,SI,SI,NO,SI,NO,NO,NO,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.422946467727702,5793810.818171797
2017,BENCINA,17300,MAZDA,9890000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,5,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",16.107034703598895,9309667.617617149
2013,DIESEL,118000,KIA,10990000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,MANUAL,SORENTO,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.212496326379803,11147492.774276178
2013,BENCINA,93907,FORD,5490000.0,5 o MAS,IV REGION,ASISTIDA,HATCHBACK,MANUAL,FIESTA,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.518438813485714,5793810.818171797
2015,BENCINA,79000,VOLVO,9690000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,V40,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,"(60000, 100000]","(5000000, 10000000]",16.08660498386695,9247418.303200193
2014,DIESEL,100000,PEUGEOT,6150000.0,5 o MAS,RM,PARTICULAR,SEDAN,MANUAL,301,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,SI,NO,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.631962639782701,5793810.818171797
2017,BENCINA,55000,CHEVROLET,7650000.0,4,RM,PARTICULAR,SEDAN,MANUAL,CRUZE,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.850216205802719,7531415.236314787
2016,BENCINA,37790,MAZDA,10400000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,AUTOMATICA,3,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.1573163641116,11147492.774276178
2015,BENCINA,33000,JEEP,19000000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,WRANGLER,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(15000000, 20000000]",16.759949537130716,18483932.345515523
2018,DIESEL,29000,SSANGYONG,9790000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,TIVOLI,SI,NO,SI,NO,SI,NO,NO,SI,NO,NO,SI,NO,SI,NO,"(15000, 40000]","(5000000, 10000000]",16.096872014506694,9286755.105165472
2013,DIESEL,61000,AUDI,15990000.0,5 o MAS,RM,,HATCHBACK,AUTOMATICA,A7,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,"(60000, 100000]","(15000000, 20000000]",16.587474084810136,15727181.679868855
2015,BENCINA,51300,FORD,7490000.0,5 o MAS,RM,,MONOVOLUMEN,MANUAL,ECOSPORT,NO,NO,SI,SI,SI,NO,NO,SI,NO,NO,SI,NO,NO,NO,"(40000, 60000]","(5000000, 10000000]",15.829079355493402,7531415.236314787
2013,BENCINA,72000,GREAT WALL,5500000.0,2,VI REGION,PARTICULAR,FAMILIAR,MANUAL,H3,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.520258650202699,5793810.818171797
2018,BENCINA,24000,CHERY,5480000.0,4,RM,,SEDAN,MANUAL,ARRIZO3,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.516615658924199,5793810.818171797
2014,BENCINA,78000,DODGE,12980000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,DURANGO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,SI,NO,"(60000, 100000]","(10000000, 15000000]",16.37892026924022,13207786.239853026
2013,BENCINA,65844,CHEVROLET,3590000.0,4,V REGION,PARTICULAR,SEDAN,AUTOMATICA,SAIL,NO,NO,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.093662760464461,3738327.9627806228
2017,BENCINA,32127,CHERY,6690000.0,4,RM,,SEDAN,MANUAL,ARRIZO 5,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.716124432104412,6395887.876182181
2017,DIESEL,78864,NISSAN,12700000.0,4,RM,ASISTIDA,CAMIONETA,MANUAL,NP300,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.35711255142882,13207786.239853026
2012,BENCINA,139000,TOYOTA,9200000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,4 RUNNER,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,"(100000, 250000]","(5000000, 10000000]",16.034714042019267,9241640.001980443
2014,BENCINA,65000,TOYOTA,6400000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,URBAN CRUISER,SI,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.671808548329901,5804043.104150385
2017,BENCINA,18000,KIA,10980000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,SPORTAGE,NO,NO,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.21158599404566,11147492.774276178
2012,BENCINA,99000,JEEP,6890000.0,5 o MAS,RM,,CAMIONETA,AUTOMATICA,COMPASS,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.74558164298984,7531415.236314787
2010,BENCINA,138000,KIA,5000000.0,5 o MAS,RM,PARTICULAR,SEDAN,AUTOMATICA,CERATO,NO,NO,SI,SI,SI,NO,SI,NO,SI,NO,SI,NO,SI,SI,"(100000, 250000]","(2500000, 5000000]",15.424948470398375,5793810.818171797
2016,BENCINA,85000,FORD,16980000.0,5 o MAS,RM,,SEDAN,AUTOMATICA,F-150,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(15000000, 20000000]",16.647546738847474,16309470.86142876
2013,BENCINA,93000,KIA,5290000.0,5 o MAS,RM,,SEDAN,MANUAL,RIO 4,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.481328803834483,5793810.818171797
2015,BENCINA,63000,JEEP,9250000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,COMPASS,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.04013410948861,9241640.001980443
2016,BENCINA,32000,INFINITI,14500000.0,4,RM,PARTICULAR,SEDAN,AUTOMATICA,Q50,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.489659207390805,14964898.850577628
2017,BENCINA,10400,AUDI,17990000.0,2,RM,ASISTIDA,CAMIONETA,AUTOMATICA,Q2,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(1000, 15000]","(15000000, 20000000]",16.705326605926714,18483932.345515523
2016,BENCINA,58000,KIA,6600000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,RIO 5,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",15.702580206996654,5853792.889846972
2016,BENCINA,71000,FORD,15480000.0,4,RM,,MONOVOLUMEN,AUTOMATICA,EXPLORER,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(15000000, 20000000]",16.555059426125855,15727181.679868855
2016,BENCINA,48000,PEUGEOT,6200000.0,5 o MAS,V REGION,PARTICULAR,HATCHBACK,MANUAL,208,NO,NO,NO,NO,SI,NO,NO,NO,NO,SI,NO,SI,NO,NO,"(40000, 60000]","(5000000, 10000000]",15.64005985001532,5793810.818171797
2008,BENCINA,92000,RENAULT,1950000.0,5 o MAS,RM,PARTICULAR,SEDAN,MANUAL,MEGANE II,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(0, 2500000]",14.48333993053993,3738327.9627806228
2018,DIESEL,90686,NISSAN,17990000.0,4,IX REGION,ASISTIDA,PICK UP,MANUAL,NP300,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(15000000, 20000000]",16.705326605926714,18483932.345515523
2012,BENCINA,71000,KIA,4900000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,MANUAL,RIO 5,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.404745763080856,5793810.818171797
2013,BENCINA,97000,KIA,5500000.0,5 o MAS,RM,PARTICULAR,SEDAN,AUTOMATICA,RIO 4,SI,NO,SI,SI,SI,NO,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.520258650202699,5793810.818171797
2017,BENCINA,47000,FIAT,9500000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,MANUAL,500X,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,NO,SI,SI,"(40000, 60000]","(5000000, 10000000]",16.06680235657077,9241640.001980443
2011,BENCINA,94000,CHEVROLET,8980000.0,2,RM,ASISTIDA,CAMIONETA,AUTOMATICA,SILVERADO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.01051044027838,9241640.001980443
2016,DIESEL,54500,HYUNDAI,14280000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,MANUAL,TUCSON,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(40000, 60000]","(10000000, 15000000]",16.474370514875712,13508685.731403602
2014,BENCINA,112000,NISSAN,12290000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,PATHFINDER,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.324296481542216,12964971.592633026
2013,DIESEL,190000,SSANGYONG,7980000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,AUTOMATICA,REXTON,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.892448969425992,7547440.849876728
2015,BENCINA,67000,KIA,4800000.0,4,RM,PARTICULAR,HATCHBACK,MANUAL,MORNING,NO,NO,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.38412647587812,5067110.534295802
2013,BENCINA,69000,CHEVROLET,5990000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,AUTOMATICA,CRUZE,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,"(60000, 100000]","(5000000, 10000000]",15.605601970091632,5793810.818171797
2016,DIESEL,57100,MITSUBISHI,16900000.0,4,RM,PARTICULAR,PICK UP,AUTOMATICA,L-200,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(15000000, 20000000]",16.642824179893303,16309470.86142876
2015,BENCINA,52400,GEELY,4480000.0,5 o MAS,IX REGION,ASISTIDA,MONOVOLUMEN,MANUAL,EX7,NO,NO,SI,SI,SI,SI,NO,NO,NO,NO,SI,SI,SI,SI,"(40000, 60000]","(2500000, 5000000]",15.315133604391168,3738327.9627806228
2012,BENCINA,94904,VOLVO,5980000.0,4,RM,,SEDAN,AUTOMATICA,S40,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.603931125926815,5793810.818171797
2014,BENCINA,62000,CHEVROLET,5980000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,AUTOMATICA,SONIC,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.603931125926815,5793810.818171797
2016,DIESEL,82809,CHEVROLET,12200000.0,4,RM,ASISTIDA,CAMIONETA,MANUAL,D-MAX,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.316946509703484,12323079.117448913
2014,BENCINA,64500,HONDA,10680000.0,4,RM,ASISTIDA,SEDAN,AUTOMATICA,ACCORD,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(10000000, 15000000]",16.183883391496323,11147492.774276178
2016,BENCINA,34000,NISSAN,11790000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,AUTOMATICA,QASHQAI,NO,NO,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.282762272513555,11216170.501131449
2009,BENCINA,83472,PEUGEOT,4190000.0,5 o MAS,RM,,HATCHBACK,MANUAL,207,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.24821129189832,3738327.9627806228
2013,BENCINA,105000,FORD,13500000.0,5 o MAS,III REGION,PARTICULAR,CAMIONETA,AUTOMATICA,EXPLORER,NO,NO,SI,SI,SI,SI,NO,SI,NO,NO,NO,NO,NO,NO,"(100000, 250000]","(10000000, 15000000]",16.41820024340866,13207786.239853026
2017,BENCINA,41657,VOLVO,18900000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,XC 60,NO,NO,SI,SI,SI,NO,SI,SI,SI,NO,SI,NO,SI,SI,"(40000, 60000]","(15000000, 20000000]",16.75467248002987,18483932.345515523
2014,BENCINA,128000,LAND ROVER,11890000.0,5 o MAS,RM,,MONOVOLUMEN,AUTOMATICA,FREELANDER,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(10000000, 15000000]",16.291208268666963,11230986.928328918
2016,BENCINA,35000,MITSUBISHI,7400000.0,4,V REGION,PARTICULAR,SEDAN,MANUAL,LANCER,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(5000000, 10000000]",15.816990558174398,7531415.236314787
2013,BENCINA,71100,NISSAN,7390000.0,5 o MAS,RM,ASISTIDA,MONOVOLUMEN,AUTOMATICA,JUKE,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,NO,NO,SI,SI,"(60000, 100000]","(5000000, 10000000]",15.815638292924385,7531415.236314787
2015,BENCINA,79000,RENAULT,4950000.0,4,RM,,SEDAN,MANUAL,FLUENCE,NO,NO,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,NO,"(60000, 100000]","(2500000, 5000000]",15.414898134544874,5793810.818171797
2010,BENCINA,66000,HYUNDAI,9500000.0,2,RM,PARTICULAR,COUPA,MANUAL,GENESIS,SI,SI,SI,SI,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,"(60000, 100000]","(5000000, 10000000]",16.06680235657077,9241640.001980443
2015,BENCINA,51000,MINI,9980000.0,3,RM,ASISTIDA,HATCHBACK,AUTOMATICA,F56,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(40000, 60000]","(5000000, 10000000]",16.116093648287645,9309667.617617149
2010,BENCINA,139000,JEEP,5600000.0,5 o MAS,RM,PARTICULAR,MONOVOLUMEN,AUTOMATICA,PATRIOT,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(100000, 250000]","(5000000, 10000000]",15.538277155705378,5793810.818171797
2018,BENCINA,30000,TOYOTA,10990000.0,5 o MAS,VIII REGION,ASISTIDA,MONOVOLUMEN,MANUAL,RAV-4,NO,NO,SI,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,"(15000, 40000]","(10000000, 15000000]",16.212496326379803,11147492.774276178
2012,BENCINA,95000,HYUNDAI,3450000.0,5 o MAS,RM,PARTICULAR,HATCHBACK,AUTOMATICA,I10,SI,SI,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,SI,SI,"(60000, 100000]","(2500000, 5000000]",15.053884789007542,3738327.9627806228
2018,BENCINA,31000,VOLKSWAGEN,6190000.0,5 o MAS,RM,ASISTIDA,HATCHBACK,MANUAL,GOL,NO,NO,SI,NO,SI,SI,NO,SI,NO,NO,NO,SI,SI,NO,"(15000, 40000]","(5000000, 10000000]",15.638445644660779,5793810.818171797
